ID	caption
ImageCLEFmedCaption_2022_train_000659	cardiac catheterization show native right coronary artery rca aneurysm yellow dash line
ImageCLEFmedCaption_2022_train_000660	multiple coronarycameral fistula to the leave ventricle arise from the leave anterior descend and leave circumflex artery with opacification of the leave ventricle
ImageCLEFmedCaption_2022_train_000661	leave anterior inferior cerebellar artery hyperplasia and cochlear artery hyperplasia selective angiography mri
ImageCLEFmedCaption_2022_train_000662	an example of mycotic aneurysm of the right coronary artery subsequent surgical therapy involve resection of the involve arterial segment and placement of a venous bypass graft
ImageCLEFmedCaption_2022_train_000663	digital subtraction angiography by selective catheterization of the celiac trunk in pa show the pseudoaneurysm in the inferior branch of the splenic artery and intense tortuosity of the splenic artery
ImageCLEFmedCaption_2022_train_000664	two week after chemoembolization selection of the  intercostal artery note that a laterally project outpouching of stagnant contrast be note consistent with pseudoaneurysm the opacify portion of the pseudoaneurysm measure about  in size with a  neck
ImageCLEFmedCaption_2022_train_000665	after treatment two segmental renal artery both the anterior and the posterior branch be injure the arrow point to the embolization site
ImageCLEFmedCaption_2022_train_000666	conventional ev drainage in  man with grade  ev delay portal venogram perform during tip creation demonstrate ev outflow via azygous venous system arrowhead
ImageCLEFmedCaption_2022_train_000667	thbe be a selective injection of the left coronary system in the ap caudal projection demonstrate a large left main coronary artery free of obstructive narrowing a mild proximal circumflex stenosbe and very minor dbeease of both ongoing circumflex and lad retrograde filling of a small calibre lita graft can be see
ImageCLEFmedCaption_2022_train_000668	aortic arch and descend thoracic aorta visualize by cta with contrast preplacement of stent
ImageCLEFmedCaption_2022_train_000669	angiographic view show ulcerated leave main artery dissection with propagation down leave anterior descend and spiral dissection down circumflex artery arrow inline leave ventricular assist device lvad camera angle right anterior oblique  caudal
ImageCLEFmedCaption_2022_train_000670	leave anterior oblique of the common coronary artery and its branch with critical disease the proximal rca and middistal anomalous lcx
ImageCLEFmedCaption_2022_train_000671	rca arbee from lcs rca be originate from an orifice locate anterior to lmca ostium in the lcs and have interarterial course before reach the right atrioventricular groove rca right coronary artery lcs leave coronary sinus mlca leave main coronary artery
ImageCLEFmedCaption_2022_train_000672	unusual indication for avp use an angiogram with a judkins right catheter in the main pulmonary artery of a patient with a prior history of glenn surgery as the pulmonary valve be not ligate during surgery the antegrade flow cause a significant reversal of flow in the superior vena cava avp type i be implant successfully at the pulmonary valve with complete closure of the antegrade flow
ImageCLEFmedCaption_2022_train_000673	retrograde ureteropyelogram show opacification of all the upper urinary tract with extravasation of the contrast material in the ureteropelvic junction arrow
ImageCLEFmedCaption_2022_train_000674	transcatheter arterial embolization be perform upon the proximal leave gastric artery with no further evidence of fill or the aneurysm
ImageCLEFmedCaption_2022_train_000675	percutaneous transmitral commissurotomy show inflated balloon across the mitral valve
ImageCLEFmedCaption_2022_train_000676	coronary angiography review of case  show that mild spasm remain in the middle of the circumflex artery
ImageCLEFmedCaption_2022_train_000677	severe coronary artery stenosis detect on cardiac angiography
ImageCLEFmedCaption_2022_train_000678	descend thoracic angiogram follow deployment of a  mm postinfarction vsd device show a small residual shunt which subsequently disappear on followup
ImageCLEFmedCaption_2022_train_000679	guidewire withdrawal after tornus advancement beyond chronic total occlusion cto segment after thbe step a floppy wire be advance through the tornus and the microcatheter be move back in clockwbee rotation
ImageCLEFmedCaption_2022_train_000680	lateral radiograph show  cephalad and  caudal spread the anteroposterior epidural space be fill with contrast the needle be locate the middle portion of the foramen
ImageCLEFmedCaption_2022_train_000681	case  a a  electrocardiogram with an aggressive inferiorlateral er pattern during hypothermia treatment red arrow b the electrocardiogram be completely normalize after adminbetration of beoproterenol infusion
ImageCLEFmedCaption_2022_train_000682	deployment of   cm double pigtail plastic biliary stent boston scientific through the metal stent into the gallbladder
ImageCLEFmedCaption_2022_train_000683	the patients right coronary angiography
ImageCLEFmedCaption_2022_train_000684	retrograde pyelogram demonstrate complete separation of the distal right ureter from the uvj
ImageCLEFmedCaption_2022_train_000685	example of difficult depth measurement in thbe case the projection have be modify after implant so the device appear coaxial however the annulus be no long coaxial two aortic cusp be see at different level on the septal side arrow make difficult the localization of the hinge point and therefore the measurement depth of implant
ImageCLEFmedCaption_2022_train_000686	introducer remove leave sheath well in la
ImageCLEFmedCaption_2022_train_000687	critical lesion in major om
ImageCLEFmedCaption_2022_train_000688	angiogram show occlude proximal leave subclavian artery
ImageCLEFmedCaption_2022_train_000689	middle cerebral artery aneurysm angiogram anteroposterior view aca anterior cerebral artery ica internal carotid artery mca middle cerebral artery aneurysm be see in the trifurcation of mca
ImageCLEFmedCaption_2022_train_000690	retrograde pyelogram showing in initial difficulty in pass guidewire in patient with left ureterovaginal fistula
ImageCLEFmedCaption_2022_train_000691	coronary angiography reveal a linear filing defect with an overlying thrombus in the first obtuse marginal branch of the circumflex coronary artery white arrow suggestive of scad
ImageCLEFmedCaption_2022_train_000692	leave coronary angiogram show possible dissection of left main coronary artery with a pesudoaneurysm formation white arrow
ImageCLEFmedCaption_2022_train_000693	aortic root angiography during balloon valvuloplasty with  postalignment to left coronary ostia with no risk of coronary occlusion
ImageCLEFmedCaption_2022_train_000694	see the bertola tweezer anchor in the transverse process to radioscopically check the level to be treat before deperiostization
ImageCLEFmedCaption_2022_train_000695	coronary angiography lao   view show good result after rca stenting
ImageCLEFmedCaption_2022_train_000696	final coronary angiography it show complete obliteration of the coronary artery fistula
ImageCLEFmedCaption_2022_train_000697	leave coronary angiogram demonstrate coronary dissection in the left anterior descend artery arrow
ImageCLEFmedCaption_2022_train_000698	left carotid angiography on day  right anterior oblique view reveal a dissecting aneurysm of the anterior wall of left internal carotid artery
ImageCLEFmedCaption_2022_train_000699	leave coronary angiogram
ImageCLEFmedCaption_2022_train_000700	femoral insertion of the mpfl mpflmedial patellofemoral ligament
ImageCLEFmedCaption_2022_train_000701	subclavian venogram show the intact left subclavian vein
ImageCLEFmedCaption_2022_train_000702	an optimal result be achieve follow the deployment of a supera stent
ImageCLEFmedCaption_2022_train_000703	leave anterior oblique lao position of the right coronary arteryabbreviation caud caudal
ImageCLEFmedCaption_2022_train_000704	angiography from the celiac trunk after coil of the gastrohepatic trunk no long show contrast extravasation
ImageCLEFmedCaption_2022_train_000705	right caudal angiographic view show the distal occlusion of the left anterior descend artery by a thrombus arrow
ImageCLEFmedCaption_2022_train_000706	angiographic image at the completion of treatment no endoleak be observe there be no contrast enhancement in the location of the aneurysm
ImageCLEFmedCaption_2022_train_000707	fluoroscopic image of ap view show multiple angulation of the delivery sheath with duct occluder
ImageCLEFmedCaption_2022_train_000708	leave adrenal venography the left adrenal vein arrow merge with the inferior phrenic vein the common trunk empty into the left renal vein arrowhead in thbe venogram the left adrenal be hypertrophied due to a hormonesecrete nodule
ImageCLEFmedCaption_2022_train_000709	magnify anteroposterior fluoroscopic view of the liver demonstrate the balloon inflate during radiofrequency ablation prong deployment
ImageCLEFmedCaption_2022_train_000710	xray rao  prior to tricuspid valve repair use the mitraclip system  steerable guide and clip delivery system place in right atrium clip arm close tee probe in transesophageal position acurate ta aortic bioprosthesis implant
ImageCLEFmedCaption_2022_train_000711	angiogram of the limb show cutoff of flow in the common femoral artery
ImageCLEFmedCaption_2022_train_000712	renal angiogram single renal artery white arrow with no ostial stenosis both renal artery show distal pruning consistent with ckd
ImageCLEFmedCaption_2022_train_000713	case  telemetry tracing ventricular fibrillation precede by a ventricular extrasystole
ImageCLEFmedCaption_2022_train_000714	pacing wire at the right ventricular outflow tract
ImageCLEFmedCaption_2022_train_000715	man with scrotal avm one month follow the second embolization procedure there be markedly increase flow through the avm and right scrotal vasculature arrow
ImageCLEFmedCaption_2022_train_000716	azygos vein loop around the right hilum black arrow to drain into the svc the sro sheath be vbeible in the loop white arrow
ImageCLEFmedCaption_2022_train_000717	angiogram show devascularization of the left kidney superior pole
ImageCLEFmedCaption_2022_train_000718	double pigtail biliary stent within the cbd after basket removal
ImageCLEFmedCaption_2022_train_000719	catheter closure of abernathy malformation with a duct occluder device from femoral venous access result in improve saturation
ImageCLEFmedCaption_2022_train_000720	right coronary artery poststent placementright coronary artery with  flow arrow after mechanical thrombus aspiration and placement of another stent distal to the previously place stent
ImageCLEFmedCaption_2022_train_000721	cystic duct remnant coronal mrcp image show cystic duct remnant arrowhead postcholecystectomy also note the crossover anomaly of right posterior duct open into the left hepatic duct arrow anomalous pancreaticobiliary junction be also see curved arrow
ImageCLEFmedCaption_2022_train_000722	axillary vein puncture the arrow indicate the puncture site
ImageCLEFmedCaption_2022_train_000723	cholangiogram demonstrate an isolated mild midhepatic duct stricture arrow with moderate upstream dilation and multiple filling defect within the left intrahepatic duct
ImageCLEFmedCaption_2022_train_000724	resolution of the stricture
ImageCLEFmedCaption_2022_train_000725	the figure show an angiogram
ImageCLEFmedCaption_2022_train_000726	thrombotic occlusion of femoral vein patient in prone position
ImageCLEFmedCaption_2022_train_000727	coronary angiography image of saphenous vein graftanswer p
ImageCLEFmedCaption_2022_train_000728	subclavian vein occlusion after previous im  plantation of the crtp  venography after introduction of the vascular sheath
ImageCLEFmedCaption_2022_train_000729	mm   mm dilation balloon inflate across the pulmonary valve frontal projection with cranial angulation
ImageCLEFmedCaption_2022_train_000730	angiographic control follow embolization show complete occlusion of the shunt arrow
ImageCLEFmedCaption_2022_train_000731	after aspiration thrombectomy antegrade flow be fully restorerao right anterior oblique
ImageCLEFmedCaption_2022_train_000732	coronary angiogram in ap cranial view after stente show good result with complete exclusion of aneurysm
ImageCLEFmedCaption_2022_train_000733	abdominal xray after fluoroscopic guide dobhoff tube placement small amount of contrast inject to confirm dobhoff tube see arrow positioning in the fourth portion of the duodenum
ImageCLEFmedCaption_2022_train_000734	a left anterior oblique view demonstrate double right coronary artery
ImageCLEFmedCaption_2022_train_000735	use  platinum coil to embolize the distal side of the aneurysm arrow and a  mm amplazer vascular plug  to embolize the proximal side of the aneurysm arrowhead result in complete embolization of the giant hepatic aneurysm with isolation technique
ImageCLEFmedCaption_2022_train_000736	coronary angiography in the anteroposterior projection with cranial angulation demonstrate severe long stenosbe up to  at the midportion of the left anterior descend artery lad an anomalous vessel be see originate from the midportion of the lad shortly after the second septal perforator within the dbeeased segment which follow the course of the right coronary artery arrow
ImageCLEFmedCaption_2022_train_000738	leave main caa locate distally near the bifurcation into the left anterior descend artery and the left circumflex artery
ImageCLEFmedCaption_2022_train_000739	angiography show occlude lad white arrow and severe lesion in the circumflex coronary artery black arrow
ImageCLEFmedCaption_2022_train_000740	guide wire and obturator insertion
ImageCLEFmedCaption_2022_train_000741	infraneural in transforaminal lateral view at the right  nerve root
ImageCLEFmedCaption_2022_train_000742	total occlusion of the horizontal portion of the left middle cerebral artery be clear on emergent cerebral angiogram
ImageCLEFmedCaption_2022_train_000743	multiple coronary artery microfistula arise from the leave anterior descend coronary artery and leave circumflex artery
ImageCLEFmedCaption_2022_train_000744	the angle between the two force vector of the two nickeltitanium closed coil spring be control to be
ImageCLEFmedCaption_2022_train_000745	thbe be a selective injection of the lita graft in the ap demonstrate it to be of very small calibre and functionally occlude dbetally
ImageCLEFmedCaption_2022_train_000746	endoscopic retrograde cholangiopancreatography image demonstrate choledocholithiasis arrow indicate opacification indicative of obstruction consistent with stone in the biliary tree
ImageCLEFmedCaption_2022_train_000747	intraoperative digital subtraction angiography intraoperative digital subtraction angiography demonstrate the stent graft position around the aneurysm
ImageCLEFmedCaption_2022_train_000748	subclavian artery angiography in rao  degree obliquity the wallgraft have be successfully deploy the right internal mammary artery and the right vertebral artery be occlude the right common carotid artery be patent and normal in appearance
ImageCLEFmedCaption_2022_train_000749	repeat image demonstrate resolution of the stenosis in the obtuse marginal
ImageCLEFmedCaption_2022_train_000750	a  glidewire be manipulate from the biloma access point through the common bile duct and into the small bowel a  bentson wire be in place from the right intrahepatic bile duct access point into the biloma
ImageCLEFmedCaption_2022_train_000751	selective angiogram of the right uterine artery with the catheter tip in the proximal right uterine artery clearly show the pseudoaneurysm with active contrast extravasation arrow indicative of active bleed
ImageCLEFmedCaption_2022_train_000752	rotational atherectomy of the left anterior descend artery white arrow  rotablator drill
ImageCLEFmedCaption_2022_train_000753	coronary angiogram in the right caudal view show the left coronary artery tree with a circumflex artery
ImageCLEFmedCaption_2022_train_000754	renal arteriography show stenosis   of the left renal artery
ImageCLEFmedCaption_2022_train_000755	coronary angiographic appearance of the right coronary artery
ImageCLEFmedCaption_2022_train_000756	normal leave coronary artery
ImageCLEFmedCaption_2022_train_000757	insertion of the cannula and the endoscope afterwards
ImageCLEFmedCaption_2022_train_000758	after first bare metal stent implantation follow prolong balloon inflation diminbeh but ongoing leakage be see
ImageCLEFmedCaption_2022_train_000759	secondtime angiography show successful vascular embolization of the lesion site with an intravascular coil
ImageCLEFmedCaption_2022_train_000760	atrial non capture on day  of lead revision
ImageCLEFmedCaption_2022_train_000761	superior rectal venogram obtain through a microcatheter show tortuous giant rectal varix with hepatofugal flow
ImageCLEFmedCaption_2022_train_000762	coronary angiogram of the left main in the anteriorposterior projection show the fistula the detail of pathology be not obvious
ImageCLEFmedCaption_2022_train_000763	atherosclerotic plaque in leave anterior descend artery
ImageCLEFmedCaption_2022_train_000764	leave heart catheterization mild luminal irregularity of the leave anterior descend artery and leave circumflex artery not require percutaneous intervention no evidence of aneurysm
ImageCLEFmedCaption_2022_train_000765	child after treatment and stone clearance
ImageCLEFmedCaption_2022_train_000766	about  of proximal right coronary artery occlusion before balloon inflation
ImageCLEFmedCaption_2022_train_000767	anteroposterior fluoroscopic view show a catheter insert in the affected neural foramen the contrast dye fully escape via lateral runoff through the neural foramen along the neural sheath after proper adhesiolysis
ImageCLEFmedCaption_2022_train_000768	a  male with hbetory of aortic valve replacement and giant aortic root coronary angiogram in leave anterior oblique cranial view show proper engagement of leave main ostium with  french multipurpose catheter telescope through  french amplatz leave  catheter leave main be clearly see branch into leave anterior descend and leave circumflex artery
ImageCLEFmedCaption_2022_train_000769	medial branch block in patient with  compression fracture vertebroplasty state the  joint be the medial branch of the  and  dorsal ramus anteroposterior radiography of contrast medium inject onto the target point for  and  medial branch block the needle tip point to the contrast medium at the site for  and  medial branch block on the  and  superior articular process p pedicle
ImageCLEFmedCaption_2022_train_000770	aortography rightside aortic arch pulmonary artery with contrast deliver through the patent botals duct cardiac catheterization be perform after birth in order to confirm the heart defect
ImageCLEFmedCaption_2022_train_000771	once the tip of the needle reach the spg under direct visualisation of the guidance the mixture be inject
ImageCLEFmedCaption_2022_train_000772	result after ptastenting of the left renal artery
ImageCLEFmedCaption_2022_train_000773	angiography of the right lumbar artery
ImageCLEFmedCaption_2022_train_000774	puncture procedure
ImageCLEFmedCaption_2022_train_000775	size balloon at  of lao
ImageCLEFmedCaption_2022_train_000776	work cannula place in the  intervertebral space
ImageCLEFmedCaption_2022_train_000777	postembolization there be minimal residual extravasation from the area supply by the intracranial circulation ophthalmic artery with nonfilling of the pseudoaneurysm and complete occlusion of the left internal maxillary artery
ImageCLEFmedCaption_2022_train_000778	after rheolytic thrombectomy the venogram reveal a partial recanalization of the left brachiocephalic vein and peripheral superior vena cava
ImageCLEFmedCaption_2022_train_000779	coronary angiography reveal an aneurysm of the right coronary artery with tight stenosis of the posterolateral branch
ImageCLEFmedCaption_2022_train_000780	lateral fluoroscopy after interventional closure of asd contrast medium be inject in the ivc show the right atrium amplatzer occluder in position of former asd brace from aortic root asterbek t transesophageal probe ivc inferior vena cava ra right atrium
ImageCLEFmedCaption_2022_train_000781	followthrough show a small right lung supply by the native pulmonary artery
ImageCLEFmedCaption_2022_train_000782	inferior vena cavography show hepatic vein occlusion and obstruction of inferior vena cava
ImageCLEFmedCaption_2022_train_000783	selective angiogram before treatment
ImageCLEFmedCaption_2022_train_000784	restoration of  flow in left coronary artery
ImageCLEFmedCaption_2022_train_000785	postoperative ugi show slight narrowing at midbody of stomach arrow
ImageCLEFmedCaption_2022_train_000786	endoscopic retrograde cholangiogram the common bile duct partially obscure by endoscopy scope be dilated with a large filling defect black arrow the cystic duct be dilated and tortuous with a filling defect in the mid portion white arrow the central hepatic duct be prominent
ImageCLEFmedCaption_2022_train_000787	slow progression of the contrast medium in the distal tract of the left anterior descend coronary artery arrow
ImageCLEFmedCaption_2022_train_000788	follow coil embolization double arrow of the rightsuperior cerebellar arterybranch harbor the dysplastic aneurysm there be slow retrograde filling of the dbetal right superior cerebellar artery and aneurysm from right sided collateral arrowleft indicate the patients left side
ImageCLEFmedCaption_2022_train_000789	superselective angiogram of the upper transverse segment upper  segment of the uterine artery
ImageCLEFmedCaption_2022_train_000790	leave main coronary artery with left anterior descend lad and obtuse marginal om artery in anteroposterior caudal view
ImageCLEFmedCaption_2022_train_000791	leave coronary coronarography reveal late opacification of the stenose subclavian artery by lima reflow
ImageCLEFmedCaption_2022_train_000792	inflation of drugeluting stent resolute endeavour
ImageCLEFmedCaption_2022_train_000793	baseline coronary angiography show severe luminal stenosis of the mid left circumflex artery head arrow
ImageCLEFmedCaption_2022_train_000794	initial coronary angiogram show big filling defect thrombus in the proximal lad
ImageCLEFmedCaption_2022_train_000795	abnormality at the bifurcation of the common hepatic duct extend into the proximal right and leave hepatic duct with evidence of highgrade stenosis
ImageCLEFmedCaption_2022_train_000796	selective catheter venogram reveal brisk active extravasation from a left lumbar vein into the left retroperitoneal hematoma arrow
ImageCLEFmedCaption_2022_train_000797	postvenoplasty venography demonstrate restoration of flow throughout the pv sv and smv
ImageCLEFmedCaption_2022_train_000798	leave brachial artery with a short focal tapered occlusion with likely dissection and collateral muscular branch
ImageCLEFmedCaption_2022_train_000799	endobronchial applicator with metal marker inside use for treatment planning tumour localize in left main and upper bronchus xray picture
ImageCLEFmedCaption_2022_train_000800	rao right anterior oblique view of lad and lcx artery opacify the lmca and its origin from the main pulmonary artery
ImageCLEFmedCaption_2022_train_000801	leave renal angiography show focal dissection of left main renal artery with dilated false lumen also note diffuse narrowing of low pole branch vessel secondary to dissection extend into the low pole branch result in an infarct see on magnetic resonance imaging
ImageCLEFmedCaption_2022_train_000803	contrast injection after tip placement show widely patent portosystemic shunt with good flow to the right atrium and diminutive filling of the intrahepatic portal vein branch also note the glue cast inject to the needle tract in order to prevent bleed to the abdominal cavity fill with ascite    mm    dpi
ImageCLEFmedCaption_2022_train_000804	postoperative coronary angiography demonstrate luminal stenosis of the proximal leave anterior descend artery arrow which be suspect to have be press by the basal stitch during root reimplantation
ImageCLEFmedCaption_2022_train_000805	ercp show calculus in common bile duct
ImageCLEFmedCaption_2022_train_000806	venous phase of left internal carotid artery digital subtraction angiogram show irregularity and indistinct pattern of deep vein suggestive of vasculitiref  figure be use from folia neuropathologica with consent
ImageCLEFmedCaption_2022_train_000807	right false coronary lumen area coronary angiography reveal a right coronary false lumen area cause by aortic dissect aneurysm extend to the right coronary ostium
ImageCLEFmedCaption_2022_train_000808	preoperative aortography
ImageCLEFmedCaption_2022_train_000809	coronary angiography image
ImageCLEFmedCaption_2022_train_000810	selective angiogram in the collateral artery follow successful occlusion with micro coil
ImageCLEFmedCaption_2022_train_000811	coronary angiogram leave anterior oblique view of lad prior to percutaneous coronary intervention show dissection and clot in the proximal lad black arrow
ImageCLEFmedCaption_2022_train_000812	the des be deploy in the lima with a balloon place in the sa the balloon will be inflate follow stent deployment prior to conclude with final kbesing angioplasty des drugelute stent lima leave internal mammary artery sa subclavian artery
ImageCLEFmedCaption_2022_train_000813	uncommon igv drainage in  woman with type  igv leave gastric venogram perform after tip creation illustrate outflow via azygous venous system arrowhead
ImageCLEFmedCaption_2022_train_000814	the implant prosthetic aortic valve
ImageCLEFmedCaption_2022_train_000815	infrared image show distribution of myelinated retinal nerve fiber lesion and their border clearly
ImageCLEFmedCaption_2022_train_000816	lateral projection of the leave ventricular angiogram demonstrate the double lumen leave aortic arch the persistent fifth ach arrow run inferior and parallel to the true aortic arch  the pulmonary artery fill from the right modify blalocktaussig shunt
ImageCLEFmedCaption_2022_train_000817	angiographic image  lad stenosis and total circumflex occlusion with collateral
ImageCLEFmedCaption_2022_train_000818	control angiogram after embolization
ImageCLEFmedCaption_2022_train_000819	angiography of the avm
ImageCLEFmedCaption_2022_train_000820	the final angiogram show an acceptable result in the lad the dissection in the lad distal to the stent be not treat but thrombolysis in myocardial infarction  flow maintain lad leave anterior descend artery
ImageCLEFmedCaption_2022_train_000821	preoperative angiography via celiac artery show that the rgea graft remain well patent
ImageCLEFmedCaption_2022_train_000822	cholangiogram show contrast fill another viscus interpret to be colon
ImageCLEFmedCaption_2022_train_000823	postoperative digital subtraction angiography show external carotidradial  bypass with good retrograde flow and trap  to  portion of the internal carotid artery
ImageCLEFmedCaption_2022_train_000824	preoperative intraoral periapical of tooth  show a sudden disappearance of the root canal with diffuse periapical radiolucency on the distal aspect
ImageCLEFmedCaption_2022_train_000825	failure to cross cto
ImageCLEFmedCaption_2022_train_000826	post stenting of the proximal lad
ImageCLEFmedCaption_2022_train_000827	digital subtraction angiogram of a  old boy show bilateral renal arterial stenosis and severe perirenal aortic narrowing
ImageCLEFmedCaption_2022_train_000828	popliteal artery aneurysm preintervention image show a popliteal artery aneurysm arrow postintervention image b show no filling of the aneurysm after deployment of a stent graft
ImageCLEFmedCaption_2022_train_000829	angiography of the hepatic artery proper show a clear rich blood supply to the tumor especially at the rim
ImageCLEFmedCaption_2022_train_000830	good radiological closure with speech
ImageCLEFmedCaption_2022_train_000831	implantation and dilatation of the expertstent in the axillary artery
ImageCLEFmedCaption_2022_train_000832	arteriogram of leave subclavian and axillary artery follow removal of internal fixation aa axillary artery pa pseudoaneurysm sa subclavian artery
ImageCLEFmedCaption_2022_train_000833	coronary angiography image show a spontaneous dissection of the left anterior descend artery of its ostiale and proximal segment
ImageCLEFmedCaption_2022_train_000834	successful fluoroscopic placement of transpapillary doublepigtail plastic stent
ImageCLEFmedCaption_2022_train_000835	the pointed end of delivery cable be quite far cephalad from delivery sheath just after the release of the atrial septal defect occluder a and b the cephalad end of delivery sheath and delivery cable respectively
ImageCLEFmedCaption_2022_train_000836	angiogram of the left inferior phrenic artery arrow in a different patient show collateralization to the left internal mammary artery arrowhead and multiple intercostal artery asterisk
ImageCLEFmedCaption_2022_train_000837	dsa confirm a petrous carotid aneurysm of the right ica dsa  digital subtraction angiogram ica  internal carotid artery
ImageCLEFmedCaption_2022_train_000838	coronary angiography injection into the lmca reveal collateral vessel supply the right ventricular myocardium and retrograde flow into the arcapa white arrow
ImageCLEFmedCaption_2022_train_000839	ll head arteriography ccf after treatment with endovascular approach
ImageCLEFmedCaption_2022_train_000840	computed tomography scan show the presence of a right heart tumor develop on both side of the tricuspid valve
ImageCLEFmedCaption_2022_train_000841	an ideal resting gap of  mm
ImageCLEFmedCaption_2022_train_000842	threedimensional compute tomography angiography reveal a multi aneurysm originate from of both carotis interna posterior communicant artery origin and aneurysmal dilatation on the left superficial temporal artery about  mm in size
ImageCLEFmedCaption_2022_train_000843	control arteriography of a sequential leave internal thoracic artery to leave anterior descend coronary artery anastomosis supply the septal branch proximally and leave ventricular apex distally control arteriography of a sequential leave internal thoracic artery to leave anterior descend coronary artery anastomosis supply the septal branch proximally and leave ventricular apex distally
ImageCLEFmedCaption_2022_train_000844	postoperative intraoral periapical radiograph of tooth  show obturation of the root canal system
ImageCLEFmedCaption_2022_train_000845	right coronary artery rca preintervention reveal  occlusion of the mid rca with thrombus formation
ImageCLEFmedCaption_2022_train_000846	recanalization of the right coronary after intensive antiaggressive treatment and angioplasty
ImageCLEFmedCaption_2022_train_000847	leave anterior oblique projection in the supine position giant esophageal hiatal hernia with the distended stomach locate in the chest almost entirely rotation of the stomach along its long axis
ImageCLEFmedCaption_2022_train_000848	introduction of the endovascular prosthesis
ImageCLEFmedCaption_2022_train_000849	chronically occlude rca
ImageCLEFmedCaption_2022_train_000850	esophagram after  year show no recurrence
ImageCLEFmedCaption_2022_train_000851	the image on the left side show the result of the first procedure the image on the right demonstrate the shortening of the wallstent
ImageCLEFmedCaption_2022_train_000852	anomalous lcx from rca ostium show critical lesion with haziness in proximal part white arrow in leave anterior oblique with cranial tilt
ImageCLEFmedCaption_2022_train_000853	angiogram prior to uterine artery embolization show right uterine artery to be enlarge and tortuous a large uterine mass be present
ImageCLEFmedCaption_2022_train_000854	angiography fail to demonstrate gonadal vein in left renal vein
ImageCLEFmedCaption_2022_train_000855	superior mesenteric arterial portogram after tjo show hepatopetal portal blood flow
ImageCLEFmedCaption_2022_train_000856	coronarographie gauche incidence face craniale obstruction distale de liva flche
ImageCLEFmedCaption_2022_train_000857	abdominal angiography demonstrate an actively bleed large pseudoaneurysm in the peripancreaticvessel arcade likely in the branch of pancreaticoduodenal artery
ImageCLEFmedCaption_2022_train_000858	angiography reveal the arteriovenous communication between the superficial femoral artery and superficial femoral vein
ImageCLEFmedCaption_2022_train_000859	case  a  electrocardiogram with inferolateral early repolarization pattern with jpoint elevation and qrs slur after hypothermia treatment red arrow
ImageCLEFmedCaption_2022_train_000860	magnetic resonance image of the patients right hand
ImageCLEFmedCaption_2022_train_000861	esophageal wall stent and thoracic aorta stent visualize under fluoroscopy
ImageCLEFmedCaption_2022_train_000862	broken catheter tip be probe from the aortic end with an exchange length straight tip terumo wire which be see in rv
ImageCLEFmedCaption_2022_train_000863	digital subtraction angiography demonstrate right vertebral artery change in the caliber of the vessel of the right anteroinferior cerebellar artery as well as the tonsillar branch of the right posteroinferior cerebellar artery
ImageCLEFmedCaption_2022_train_000864	mr angiography
ImageCLEFmedCaption_2022_train_000865	preoperative angiography
ImageCLEFmedCaption_2022_train_000866	ureteropyelogram reveal an obstruction of the low right ureter local ureteral dilatation and intraluminal filling defect
ImageCLEFmedCaption_2022_train_000867	on table pyelogram confirm intact left collect system and ureter
ImageCLEFmedCaption_2022_train_000868	sdavf with arterial feeding from artery of adamkiewicz of  woman present with progressive tingling and paresthesia in low extremity for   intercoastal arteriogram at early phase demonstrate that artery of adamkiewicz white arrow ascend first then join anterior spinal artery after characteristic hairpin turn hollow arrow simultaneous appearance of serpentine and tortuous perimedullary venous plexus black arrow imply common origin with artery of adamkiewicz sdavf  spinal dural arteriovenous fistula
ImageCLEFmedCaption_2022_train_000869	the arteriography of the popliteal artery show the pseudoaneurysm
ImageCLEFmedCaption_2022_train_000870	stent deployment  mm herculink at right coronary artery ostium use  guide catheter from right radial access
ImageCLEFmedCaption_2022_train_000871	postembolization right external carotid artery angiogram there be no evidence of arteriovenous fbetula nor opasification of the perimedullary vein
ImageCLEFmedCaption_2022_train_000872	fluoroscopy demonstrate malignant stricture involve the confluence
ImageCLEFmedCaption_2022_train_000873	a  man with postnecrotic liver cirrhosis and variceal bleeding portal venogram obtain after transcaval stent placement show good flow through the stent without opacification of gastric cardiac varix which be embolize with stainless coil transstent extravasation of contrast material be not apparent the postprocedural portosystemic pressure gradient be  mmhg
ImageCLEFmedCaption_2022_train_000874	coronary angiogram show origin of leave circumflex lcx and ramus intermedius from different ostium on leave coronary cusp
ImageCLEFmedCaption_2022_train_000875	coronary angiogram with a stenosis of the lad arrow
ImageCLEFmedCaption_2022_train_000876	right coronary artery with distal narrowing
ImageCLEFmedCaption_2022_train_000877	coronary angiogram show dissection of the middle part of the left anterior descend coronary artery arrow
ImageCLEFmedCaption_2022_train_000878	reveal lcx arise from right coronary sinus
ImageCLEFmedCaption_2022_train_000879	postoperative apical radiograph of the left maxillary central incisor region
ImageCLEFmedCaption_2022_train_000880	dilation of the common bile duct with an angle in the medial tract arrow
ImageCLEFmedCaption_2022_train_000881	huang type
ImageCLEFmedCaption_2022_train_000882	right coronary angiography in the right anterior oblique view show a normal dominant right coronary artery with collateral arrow supply to the left anterior descend artery lad
ImageCLEFmedCaption_2022_train_000883	digital subtraction angiography perform with the catheter in the right ovarian artery origin show an enlarge ovarian artery thin arrow with extensive collateral vascular supply to the uterine fundus and body thick arrow
